node	Africa	Caribbean	Central America	Eastern Asia	Europe	Northern America	Oceania	South America	South-eastern Asia	Southern Asia
n174	5.489192612782043e-10	0.6745108447153129	0.18574002691531535	0.006590296079052536	0.005486241744170625	0.010715513634346457	0.0005746616032337621	0.0035758888853988733	0.11225760661297206	0.0005489192612782043
MF801380	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
n343	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
KR872956	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
KY241773	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
KY241777	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
KY241751	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
KY241744	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
KY241714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
KY241738	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
KY241721	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
n363	5.964692542731799e-16	5.4395159353839045e-09	3.2835942587928136e-09	7.161178819920579e-09	5.961486055868845e-09	7.406591362815076e-09	6.244415201283121e-10	3.885649361020717e-09	0.9999999656410726	5.964692542731799e-10
KY241716	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
KY241783	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
KY241758	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
KY241745	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
n375	1.5246991430537062e-91	1.3904531081678152e-84	8.393548060776531e-85	1.8305458549229054e-84	1.5238794984974892e-84	1.8932783916236987e-84	1.5962020570313266e-85	9.93252578990786e-85	1.0	1.5246991430537063e-85
n453	2.0555808906916019e-16	1.8745920148076232e-09	1.1316079685253715e-09	2.467919717838854e-09	2.0544758558428614e-09	2.552494962898999e-09	2.1519802520152967e-10	1.3390910792501788e-09	0.9999999881590621	2.055580890691602e-10
KY241727	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
KY241780	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
KY241682	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
KY241778	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
KY241776	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
KU997667	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
KX013000	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
KX197205	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
KY559021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
n195	2.646969272276117e-13	2.4139102291192474e-06	1.4571703476118025e-06	3.1779375313882015e-06	2.645546344614515e-06	3.2868449814008685e-06	2.7711026253848957e-07	0.9999848953973706	1.5813857408063817e-06	2.646969272276118e-07
n200	2.739749069401765e-16	2.501433828087232e-09	1.5082464568727864e-09	3.2893470413131944e-09	2.7388049439427107e-09	3.4020532740515796e-09	2.8682386895670865e-10	0.9999999843624998	1.6368154182338641e-09	2.739749069401766e-10
KY559003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
KY785429	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
n294	5.504395836984888e-13	5.019747230127504e-06	3.03019852892011e-06	6.608548990896011e-06	5.50143679545622e-06	6.8350229909848185e-06	5.76253223315445e-07	0.9999685898465765	3.2885055295242397e-06	5.504395836984889e-07
n325	4.6645950271186776e-14	4.2538888300357887e-07	2.5678838164599615e-07	5.600288509826573e-07	2.2721123879788605e-06	5.79220957180539e-07	4.883347781381067e-08	0.9999955323029498	2.786781146189061e-07	4.6645950271186787e-08
n297	1.5954889766669601e-15	1.4588338507726757e-08	8.783344987620295e-09	1.9155357606900784e-08	1.5946312770610236e-08	1.9811920390171453e-08	1.6703116796051756e-09	0.9999999089169521	9.531971314290986e-09	1.5954889766669603e-09
n324	1.5637653154148974e-14	1.4260795994866503e-07	8.608609370909825e-08	1.8774484981160114e-07	1.5629246697479675e-07	1.9417883814875056e-07	1.637100292573312e-08	0.9999991076566814	9.342443819296539e-08	1.5637653154148974e-08
KY559014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
KY559015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
KY014313	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
