node	AUS	BRA	CAF	CAN	CHN	COL	CUB	DOM	ECU	GBR	GTM	GUF	HND	HTI	IDN	IND	ITA	JAM	JPN	KHM	KOR	MEX	MTQ	MYS	NGA	NIC	PAN	PER	PHL	PRI	PYF	RUS	SEN	SGP	SLV	SUR	THA	TWN	UGA	USA	VEN
node_214	0.0007486655065477237	0.006932084691648246	0.0007486655065477237	0.0007486655065477237	0.002377735218192375	0.0007486655065477237	0.6762129368201104	0.002110758896244167	0.0007486655065477237	0.0007486655065477237	0.0007486655375720739	0.0007486655065477237	0.20179501007984	0.001485871294705903	0.0007486655065477237	0.0007486655065477237	0.0021184623237054463	0.001413073120733733	0.002104059581527332	0.0007486655065477237	0.0007486655065477237	0.006043498100369691	0.0007486655065477237	0.0007486655065477237	0.0007486655065477237	0.005912204491539215	0.0007486655065477237	0.0007486655065477237	0.0007486655065477237	0.0007486655065477237	0.002000714415157788	0.0034877426326324103	0.0007486655065477237	0.04865000369534493	0.0007486655078760602	0.001067674025906726	0.0068219303790810456	0.0007486655065477237	0.0007486655065477237	0.010808247709962464	0.001438685840347864
node_200	1.9325737990410962e-07	1.7894205139685953e-06	1.9325737990410967e-07	1.932573799041096e-07	6.137788643171857e-07	1.932573799041096e-07	4.2934640665059775e-07	5.448624657204443e-07	1.9325737990410962e-07	1.932573799041096e-07	1.9326293904356102e-07	1.9325737990410962e-07	0.9999226923460535	3.83556596074171e-07	1.9325737990410962e-07	1.932573799041096e-07	5.468509962383161e-07	3.647647801822654e-07	5.431331326631505e-07	1.932573799041096e-07	1.932573799041096e-07	5.720615053430223e-05	1.9325737990410962e-07	1.932573799041096e-07	1.932573799041096e-07	3.928007900822604e-06	1.9325737990410962e-07	1.932573799041096e-07	1.932573799041096e-07	1.9325737990411044e-07	5.164560440252232e-07	9.003112832999672e-07	1.932573799041096e-07	8.236091494118334e-07	1.9325761792385689e-07	2.7560490370382594e-07	1.7609845510698856e-06	1.932573799041096e-07	1.9325737990410962e-07	1.864513948649508e-06	3.7137634040718477e-07
node_212	3.171530679239773e-05	0.00029366011605248626	3.171530679239773e-05	3.171530679239774e-05	0.00010072669661260194	3.171530679239773e-05	7.045952944453111e-05	8.941692300992802e-05	3.171530679239773e-05	3.171530679239773e-05	0.0022863754160975555	3.171530679239774e-05	0.9102266330791263	6.294515181141308e-05	3.171530679239773e-05	3.171530679239773e-05	8.97432590881241e-05	5.986124264068046e-05	8.913312360994898e-05	3.171530679239774e-05	3.171530679239774e-05	0.08461403354546608	3.171530679239773e-05	3.171530679239773e-05	3.171530679239773e-05	0.000250455835905525	3.171530679239773e-05	3.171530679239774e-05	3.171530679239774e-05	3.171530679239775e-05	8.475516893158348e-05	0.00014774933082857436	3.171530679239773e-05	0.00013516179776461106	3.1715308671342864e-05	4.522928996962963e-05	0.00028899370011932246	3.171530679239774e-05	3.171530679239773e-05	0.0003059837819563311	6.0946260253012726e-05
node_265	6.110341536205599e-06	5.65772291689592e-05	6.110341536205599e-06	6.110341536205599e-06	1.9406233160491115e-05	6.110341536205599e-06	1.3574904251591357e-05	1.7227263235499512e-05	6.110341536205599e-06	6.110341536205599e-06	6.110434715683675e-06	6.110341536205599e-06	0.9980406282144876	1.212715292756488e-05	6.110341536205599e-06	6.110341536205599e-06	1.729013587004208e-05	1.153300012862901e-05	1.7172585811976752e-05	6.110341536205599e-06	6.110341536205599e-06	0.0001931435125988071	6.110341536205599e-06	6.110341536205599e-06	6.110341536205599e-06	0.001254860701920079	6.110341536205599e-06	6.110341536205599e-06	6.110341536205599e-06	6.1103415362056135e-06	1.6329119327797747e-05	2.8465714647440346e-05	6.110341536205599e-06	2.604057351992449e-05	6.110345525771973e-06	8.713975587989482e-06	5.567816893904748e-05	6.110341536205599e-06	6.110341536205599e-06	5.895151988010383e-05	1.1742042034720453e-05
node_182	1.4640268089219004e-09	1.3555815649878533e-08	1.4640268089219002e-09	1.4640268089219002e-09	4.649701297334843e-09	1.4640268089219002e-09	3.2525335235891666e-09	4.127621192969808e-09	1.4640268089219004e-09	1.4640268089219008e-09	1.4641126222536165e-09	1.4640268089219008e-09	0.9999875008822748	2.9056439638684857e-09	1.4640268089219004e-09	1.4640268089219008e-09	4.142685362782978e-09	2.7632860251045166e-09	4.114520580932692e-09	1.4640268089219002e-09	1.4640268089219004e-09	1.4453445378381733e-07	1.4640268089219004e-09	1.4640268089219002e-09	1.4640268089219004e-09	1.2146374541548695e-05	1.4640268089219002e-09	1.4640268089219002e-09	1.4640268089219004e-09	1.4640268089219124e-09	3.912427532950307e-09	6.820333876926388e-09	1.4640268089219004e-09	6.23927517599785e-09	1.464030483099838e-09	2.087852830733072e-09	1.3340388833496686e-08	1.4640268089219002e-09	1.4640268089219002e-09	9.981056582999164e-08	2.813372088689336e-09
node_263	6.762906314776181e-05	0.0006261947300818714	6.762906314776181e-05	6.762906314776181e-05	0.00021478751740730843	6.762906314776181e-05	0.00015024642673733602	0.00019067079414683476	6.762906314776181e-05	6.762906314776181e-05	6.762907490668489e-05	6.762906314776181e-05	0.07590988917538524	0.0001342229376674328	6.762906314776181e-05	6.762906314776181e-05	0.0001913666664391692	0.00012764687364211392	0.00019006562618588413	6.762906314776181e-05	6.762906314776181e-05	0.9178962464377067	6.762906314776181e-05	6.762906314776181e-05	6.762906314776181e-05	0.0005340661528621906	6.762906314776181e-05	6.762906314776181e-05	6.762906314776181e-05	6.762906314776181e-05	0.00018073016632925146	0.0003150576179594962	6.762906314776181e-05	0.0002882162164108561	6.76290636512311e-05	9.644600090129621e-05	0.0006162441789577723	6.762906314776181e-05	6.762906314776181e-05	0.0006524734737985178	0.00012996054271998745
KX520666	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KU940224	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KU940227	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
node_144	1.1650384508128624e-06	0.999891653674233	1.1650384508128624e-06	1.1650384508128622e-06	3.700120987545303e-06	1.1650384508128624e-06	2.5882786739192136e-06	3.2846648510084874e-06	1.1650384508130483e-06	1.1650384508128624e-06	1.1650384508128624e-06	1.1650384508128622e-06	3.099136030067508e-06	2.312243820707415e-06	1.1650384508128624e-06	1.1650384508128622e-06	3.300318438254335e-06	2.1989586872465092e-06	3.2742396889421847e-06	1.1650384508128622e-06	1.1650384508128624e-06	9.329891615094041e-06	1.1650384508128624e-06	1.1650384508128622e-06	1.1650384508128624e-06	9.20029732879913e-06	1.1650384508128624e-06	1.1650384508128622e-06	1.1650384508128624e-06	1.1650384508128624e-06	3.1134187462670353e-06	5.42746291637388e-06	1.1650384508128624e-06	4.9650691356402354e-06	1.1650384508128624e-06	1.6614646757953893e-06	1.0615970858664301e-05	1.1650384508128624e-06	1.1650384508128624e-06	1.1240088933373987e-05	2.2388160106030374e-06
