node	country
root	Canada
root	Honduras
root	Mexico
root	Micronesia
root	Philippines
root	Russia
root	South Korea
root	Thailand
n2	Honduras
n2	Mexico
n2	Micronesia
n2	Philippines
n2	South Korea
n2	Thailand
EU545988	Micronesia
n10	Thailand
n3	Canada
n3	China
n3	Cuba
n3	Dominican Republic
n3	Honduras
n3	Italy
n3	Jamaica
n3	Japan
n3	Mexico
n3	Micronesia
n3	Philippines
n3	Russia
n3	South Korea
n3	Thailand
n3	USA
n18	Thailand
n11	Thailand
n5	South Korea
KU681082	Philippines
n32	Thailand
n19	Thailand
n13	Cambodia
MG645981	Thailand
n7	South Korea
KY120353	South Korea
n34	Thailand
KU179098	Indonesia
n25	Thailand
n20	Thailand
MK028862	Cambodia
JN860885	Cambodia
MH158236	Cambodia
KU955593	Cambodia
KY962729	South Korea
KY553111	South Korea
n36	Thailand
KX051560	Thailand
KX051562	Thailand
n26	Thailand
KY272987	Thailand
n21	Thailand
n46	Thailand
n37	India
KX051561	Thailand
MH119185	Thailand
KF993678	Canada
KX694532	Thailand
n48	Thailand
KU681081	Thailand
n39	India
MK238035	India
n186	Thailand
n186	Vietnam
n49	Thailand
n41	India
MK238039	India
n212	French Polynesia
n187	Vietnam
n55	Thailand
n50	Thailand
MK238036	India
n42	India
n214	French Polynesia
KX447517	French Polynesia
n201	Vietnam
n188	Vietnam
n67	Thailand
n56	Thailand
KY126351	Taiwan
MG807647	Thailand
MK238038	India
MK238037	India
n1110	French Polynesia
n245	French Polynesia
KX447515	French Polynesia
n216	Australia
n216	China
n216	French Polynesia
n216	Japan
KX447516	French Polynesia
MN611472	China
n202	Vietnam
n193	Vietnam
8607_IonXpress_035_rawlib	Vietnam
n189	Vietnam
n71	Singapore
MG807646	Thailand
n58	Thailand
MH013290	Thailand
KJ776791	French Polynesia
KX447509	French Polynesia
KX447514	French Polynesia
KX447521	French Polynesia
MG976700	French Polynesia
n1107	French Polynesia
n256	French Polynesia
KX447511	French Polynesia
n246	French Polynesia
n222	China
n217	Australia
n217	China
n217	French Polynesia
n217	Japan
IonXpress_004_rawlib	Vietnam
IonXpress_041_rawlib	Vietnam
8711_IonXpress_002_rawlib	Vietnam
IonXpress_040_rawlib	Vietnam
8628_IonXpress_066_rawlib	Vietnam
IonXpress_039_rawlib	Vietnam
n195	Vietnam
7938_IonXpress_048_rawlib	Vietnam
3015u_IonXpress_001_rawlib	Vietnam
3015_IonXpress_030_rawlib	Vietnam
KX813683	Singapore
KY241682	Singapore
KY241681	Singapore
n166	Singapore
KY241764	Singapore
KY241770	Singapore
KY241755	Singapore
KY241718	Singapore
KY241757	Singapore
MH255601	Singapore
KY241705	Singapore
KY241771	Singapore
KY241745	Singapore
n60	Thailand
MF692778	Taiwan
KX447519	French Polynesia
KX447513	French Polynesia
KX447510	French Polynesia
n258	Brazil
n258	French Polynesia
KX447518	French Polynesia
MG827392	French Polynesia
KX447512	French Polynesia
n224	China
KU761560	China
LC191864	Japan
KX806557	Australia
n198	Vietnam
7040_IonXpress_033_rawlib	Vietnam
8546_IonXpress_034_rawlib	Vietnam
KY241716	Singapore
n168	Singapore
LC369584	Japan
n61	Thailand
KU509998	Haiti
n273	Brazil
n226	China
KX117076	China
222_IonXpress_003_rawlib	Vietnam
LC219720	Japan
KY241693	Singapore
KY241694	Singapore
MG548660	Thailand
n62	Thailand
KY014301	Brazil
n301	Brazil
n897	Brazil
n876	Brazil
n859	Brazil
n464	Brazil
n274	Brazil
n239	China
KX185891	China
KU820899	China
n227	China
MF996804	Thailand
MG548661	Thailand
n428	Brazil
n316	Brazil
n316	Colombia
MK216721	Brazil
n922	Brazil
n898	Brazil
KY559005	Brazil
MT636065	Argentina
n863	Brazil
KY559021	Brazil
n654	Nicaragua
n465	Brazil
KX101064	Brazil
n275	Italy
KU997667	China
