node	location
KX446950	Central America
KX446951	Central America
n227	Northern America
n237	Northern America
n244	Northern America
n254	Northern America
n272	Caribbean
n273	Caribbean
n401	South-eastern Asia
n402	South-eastern Asia
n423	South-eastern Asia
KY241724	South-eastern Asia
n228	Northern America
n235	Northern America
KY325464	Northern America
KY325476	Northern America
n245	Northern America
KY014326	Northern America
n255	Northern America
n256	Northern America
KY415988	Caribbean
KX673530	Europe
n274	Caribbean
KY415990	Caribbean
KY241765	South-eastern Asia
KY241733	South-eastern Asia
KY241726	South-eastern Asia
KY241720	South-eastern Asia
n424	South-eastern Asia
n434	South-eastern Asia
n229	Northern America
n230	Northern America
n236	Northern America
KY325482	Northern America
n246	Northern America
n253	Northern America
KY325467	Northern America
KX832731	Northern America
n257	Northern America
n265	Northern America
KY415986	Caribbean
n275	Caribbean
KY241674	South-eastern Asia
n425	South-eastern Asia
n435	South-eastern Asia
n440	South-eastern Asia
KX922705	Northern America
KY014298	Northern America
n231	Northern America
KY325473	Northern America
KY075937	Northern America
KY785422	Northern America
n247	Northern America
n251	Northern America
KY785412	Northern America
KY075935	Northern America
n258	Northern America
KY325472	Northern America
n266	Northern America
KX922704	Northern America
KY415987	Caribbean
n276	Caribbean
KY241685	South-eastern Asia
n426	South-eastern Asia
KY241731	South-eastern Asia
n436	South-eastern Asia
n441	South-eastern Asia
KY241728	South-eastern Asia
n232	Northern America
KX838906	Northern America
n248	Northern America
n250	Northern America
KX838905	Northern America
n252	Northern America
n259	Northern America
KX842449	Northern America
KX922706	Northern America
KY325478	Northern America
KY415991	Caribbean
KY415989	Caribbean
n427	South-eastern Asia
KY241676	South-eastern Asia
KY241750	South-eastern Asia
n437	South-eastern Asia
n442	South-eastern Asia
KY241747	South-eastern Asia
n233	Northern America
n234	Northern America
n249	Northern America
KY325468	Northern America
KX922703	Northern America
KY785445	Northern America
KY785474	Northern America
KY325469	Northern America
KY075936	Northern America
n260	Northern America
KY241678	South-eastern Asia
n428	South-eastern Asia
KY241718	South-eastern Asia
n438	South-eastern Asia
n443	South-eastern Asia
KY241715	South-eastern Asia
KY014299	Northern America
KX922708	Northern America
KY785459	Northern America
MF988743	Northern America
KY785468	Northern America
KY075939	Northern America
n261	Northern America
n264	Northern America
n429	South-eastern Asia
n433	South-eastern Asia
KY241710	South-eastern Asia
n439	South-eastern Asia
n444	South-eastern Asia
KY241768	South-eastern Asia
KY325483	Northern America
n262	Northern America
KX838904	Northern America
KY014324	Northern America
n430	South-eastern Asia
KY241684	South-eastern Asia
KY241756	South-eastern Asia
KY241680	South-eastern Asia
KY241713	South-eastern Asia
KX813683	South-eastern Asia
n445	South-eastern Asia
KY241723	South-eastern Asia
n263	Northern America
KY325477	Northern America
n431	South-eastern Asia
KY241767	South-eastern Asia
n446	South-eastern Asia
n453	South-eastern Asia
KY785472	Northern America
KY075938	Northern America
n432	South-eastern Asia
KY241677	South-eastern Asia
n447	South-eastern Asia
KY241759	South-eastern Asia
KY241689	South-eastern Asia
KY241736	South-eastern Asia
KY241675	South-eastern Asia
KY241681	South-eastern Asia
n448	South-eastern Asia
KY241692	South-eastern Asia
n449	South-eastern Asia
KY241693	South-eastern Asia
n450	South-eastern Asia
KY241775	South-eastern Asia
n451	South-eastern Asia
KY241774	South-eastern Asia
n452	South-eastern Asia
KY241690	South-eastern Asia
KY241694	South-eastern Asia
KY241686	South-eastern Asia
