node	location
root	Caribbean
root	Central America
root	Eastern Asia
root	Europe
root	Northern America
root	South-eastern Asia
n0	South-eastern Asia
n1	South-eastern Asia
HQ234499	South-eastern Asia
KX377336	South-eastern Asia
n2	South-eastern Asia
n440	South-eastern Asia
n3	South-eastern Asia
n5	South-eastern Asia
KU681082	South-eastern Asia
n441	Eastern Asia
n4	South-eastern Asia
MG645981	South-eastern Asia
n6	South-eastern Asia
n11	South-eastern Asia
KY120353	Eastern Asia
KY553111	Eastern Asia
KU955593	South-eastern Asia
J860885	South-eastern Asia
n7	South-eastern Asia
n9	South-eastern Asia
KU179098	South-eastern Asia
n12	South-eastern Asia
n8	South-eastern Asia
KX051561	South-eastern Asia
n10	South-eastern Asia
KY272987	South-eastern Asia
KX051560	South-eastern Asia
n13	South-eastern Asia
KY328290	Eastern Asia
KX051562	South-eastern Asia
KF993678	Northern America
KX694532	South-eastern Asia
KU681081	South-eastern Asia
n14	South-eastern Asia
n15	Oceania
n15	South-eastern Asia
n322	South-eastern Asia
LC219720	Eastern Asia
n16	Oceania
n323	South-eastern Asia
n438	South-eastern Asia
KX447517	Oceania
n17	Oceania
n324	South-eastern Asia
n436	South-eastern Asia
MG807647	South-eastern Asia
n439	South-eastern Asia
n18	Oceania
n31	Oceania
n325	South-eastern Asia
MG807646	South-eastern Asia
n437	South-eastern Asia
MH013290	South-eastern Asia
KY126351	Eastern Asia
KY241691	South-eastern Asia
n19	Oceania
n23	Oceania
KX447516	Oceania
KX447513	Oceania
n32	Oceania
n326	South-eastern Asia
n329	South-eastern Asia
MG548660	South-eastern Asia
LC369584	Eastern Asia
n20	Oceania
KX447515	Oceania
n24	Eastern Asia
LC191864	Eastern Asia
KX806557	Oceania
n33	Oceania
n35	South America
KX447511	Oceania
KY241730	South-eastern Asia
KY241787	South-eastern Asia
KY241673	South-eastern Asia
KY241766	South-eastern Asia
n330	South-eastern Asia
n348	South-eastern Asia
KX447509	Oceania
n21	Oceania
n25	Eastern Asia
KU761561	Eastern Asia
KX369547	Oceania
KX447512	Oceania
KX447510	Oceania
n317	South America
n179	South America
KU729218	South America
n40	South America
n50	South America
KY241788	South-eastern Asia
n62	South America
n92	South America
KY241707	South-eastern Asia
KY241782	South-eastern Asia
n346	South-eastern Asia
KY241734	South-eastern Asia
n335	South-eastern Asia
