node	human	monkey	mosquito
root	0.2573082622802908	0.2355823974430713	0.5071093402766379
n0	4.728693548559538e-06	4.6131746281559015e-06	0.9999906581318233
n1	0.9189757092350261	0.03994321999278782	0.04108107077218612
HQ234499	0.0	0.0	1.0
KX377336	0.0	0.0	1.0
n2	0.989893496005562	0.005012824740244985	0.005093679254193065
n440	0.9308049125019435	0.03444548413749199	0.034749603360564506
n3	0.9935984928863068	0.0031925505931940804	0.003208956520499197
n5	0.9992631323488321	0.00036760651601524017	0.000369261135152737
KU681082	1.0	0.0	0.0
n441	0.9999479711767856	2.6001050024361942e-05	2.602777319003317e-05
n4	0.9999804075341805	9.795058465917355e-06	9.7974073535885e-06
MG645981	1.0	0.0	0.0
n6	0.999228126090038	0.0003858802254336293	0.00038599368452848566
n11	0.9996160863605664	0.00019183769553252016	0.00019207594390096026
KY120353	1.0	0.0	0.0
KY553111	1.0	0.0	0.0
KU955593	1.0	0.0	0.0
J860885	0.9998983742885673	5.081168141699289e-05	5.0814030015625224e-05
n7	0.9988621009431902	0.0005689362508185995	0.0005689628059910615
n9	0.9966708238614849	0.0016645787826933274	0.0016645973558217996
KU179098	1.0	0.0	0.0
n12	0.9996395260701294	0.0001801711364948084	0.0001803027933758683
n8	0.9968380316767728	0.0015809790363434497	0.0015809892868839204
KX051561	1.0	0.0	0.0
n10	0.9999986637263327	6.681363284018295e-07	6.681373388037631e-07
KY272987	1.0	0.0	0.0
KX051560	1.0	0.0	0.0
n13	0.9993068542956478	0.00034655772885703467	0.00034658797549527053
KY328290	1.0	0.0	0.0
KX051562	1.0	0.0	0.0
KF993678	1.0	0.0	0.0
KX694532	1.0	0.0	0.0
KU681081	1.0	0.0	0.0
n14	0.9997988447785917	0.00010057691688416497	0.00010057830452423994
n15	0.9988678166272974	0.0005660914620815858	0.0005660919106210354
n322	0.9996229237032347	0.00018853806992386323	0.0001885382268415068
LC219720	1.0	0.0	0.0
n16	0.9998718610187987	6.406948858545822e-05	6.40694926160286e-05
n323	0.999851927015915	7.403643715196665e-05	7.403654693306892e-05
n438	0.998716355041548	0.0006418224517665976	0.0006418225066854597
KX447517	1.0	0.0	0.0
n17	0.9999987820200491	6.08989970837301e-07	6.08989980064341e-07
n324	0.9998742766335457	6.285952597746693e-05	6.286384047671841e-05
n436	0.9998428360951106	7.85819311421876e-05	7.858197374725481e-05
MG807647	1.0	0.0	0.0
n439	0.9990732035355572	0.00046339823092346493	0.0004633982335193328
n18	0.9999999637458155	1.8127092327101394e-08	1.8127092324956137e-08
n31	0.9999995095030684	2.4524846577386973e-07	2.452484657980889e-07
n325	0.999996904887805	1.5268038047310832e-06	1.568308390186664e-06
MG807646	1.0	0.0	0.0
n437	0.9997261147989175	0.00013694259925555978	0.0001369426018269779
MH013290	1.0	0.0	0.0
KY126351	1.0	0.0	0.0
KY241691	1.0	0.0	0.0
n19	0.9999963213669595	1.8393165201629915e-06	1.8393165201629284e-06
n23	0.9999894136667268	5.293166782440098e-06	5.293166490691208e-06
KX447516	1.0	0.0	0.0
KX447513	1.0	0.0	0.0
n32	0.9999999964066422	1.7966789449978071e-09	1.796678945034664e-09
n326	0.9999980382343948	2.9676985316679096e-08	1.932088619848116e-06
n329	0.9999996333000956	1.8246968727556281e-07	1.8423021723803079e-07
MG548660	1.0	0.0	0.0
LC369584	1.0	0.0	0.0
n20	0.9999996899871437	1.5500642818016457e-07	1.5500642818016443e-07
KX447515	1.0	0.0	0.0
n24	0.9999904972788709	4.751451269357823e-06	4.751269859766837e-06
LC191864	1.0	0.0	0.0
KX806557	1.0	0.0	0.0
n33	0.9999965891612715	1.7054193643112316e-06	1.7054193643112323e-06
n35	1.0	1.731666365021281e-19	1.7316663650212843e-19
KX447511	1.0	0.0	0.0
KY241730	1.0	0.0	0.0
KY241787	0.0	0.0	1.0
KY241673	1.0	0.0	0.0
KY241766	1.0	0.0	0.0
n330	1.0	6.965014607184355e-25	3.6037580564570814e-22
n348	0.9999992560782516	5.534697305120239e-08	6.885747752871168e-07
KX447509	1.0	0.0	0.0
n21	0.999999512252064	2.4387396806428336e-07	2.4387396806428336e-07
n25	0.9999999982428626	1.7231473077818347e-09	3.399006925585842e-11
KU761561	1.0	0.0	0.0
KX369547	1.0	0.0	0.0
KX447512	1.0	0.0	0.0
KX447510	1.0	0.0	0.0
n317	0.9999727904151032	1.3604792448382297e-05	1.3604792448382297e-05
n179	0.9999999978094816	1.0952592210316787e-09	1.0952592210316787e-09
KU729218	1.0	0.0	0.0
n40	0.9999883796026532	5.8101986734078765e-06	5.8101986734078765e-06
n50	0.999989390481156	5.304759421909048e-06	5.304759421909048e-06
KY241788	1.0	0.0	0.0
n62	0.9999999958363848	2.0818075969743234e-09	2.0818075969743234e-09
n92	0.9999998186384345	9.068078282866763e-08	9.068078282866763e-08
KY241707	1.0	0.0	0.0
