node	Australia	Brazil	Cambodia	Canada	Central African Republic	China	Colombia	Cuba	Dominican Republic	Ecuador	El Salvador	French Guiana	French Polynesia	Guatemala	Haiti	Honduras	India	Indonesia	Italy	Jamaica	Japan	Malaysia	Martinique	Mexico	Nicaragua	Nigeria	Panama	Peru	Philippines	Puerto Rico	Russia	Senegal	Singapore	South Korea	Suriname	Taiwan	Thailand	USA	Uganda	United Kingdom	Venezuela	Vietnam
n66	2.7529393557000045e-07	3.8915715891886625e-07	4.4344687029677773e-07	2.7545863934746826e-07	2.669349478231936e-13	1.1321679461344164e-06	2.8468633164582654e-07	8.54903766288569e-07	8.784820477980223e-07	2.7629110660595883e-07	2.7528606185053916e-07	2.752897461903009e-07	4.76523300803271e-07	8.303365611360045e-07	8.414901532910419e-07	3.0825898121177575e-07	6.189494395300417e-06	8.970640577259182e-06	1.1029606183311259e-06	8.256588804144288e-07	1.1002357795001638e-06	2.763916987390743e-07	2.843097087777706e-07	2.197701035258459e-06	2.277122830162219e-06	2.669349478231936e-13	5.525465892534815e-07	2.7642055435650937e-07	3.3617185603046516e-07	2.79217061236615e-07	1.3852742262982272e-06	2.669349478231936e-13	8.30972790214279e-07	5.907555633006876e-07	5.590594614631445e-07	2.7936529982542613e-07	0.9999591910378791	3.2884792912587253e-06	2.669349478231936e-13	2.7528607106360446e-07	5.51931294719239e-07	5.618928632563206e-07
KY272987	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
n44	6.061805795640959e-06	8.569005039895862e-06	6.061812389261929e-06	0.006081817627249389	5.877745946074625e-12	2.4927192963882107e-05	6.268620670990017e-06	1.8824463366688472e-05	1.9343642851007433e-05	6.0837628981622966e-06	6.061632421111793e-06	6.06171354804286e-06	6.248471476719215e-06	1.8283508382451805e-05	1.8529103729213612e-05	6.787676143322806e-06	6.131802648171518e-06	6.062004070702667e-06	2.4286525072654597e-05	1.8180508684875735e-05	2.4226505617112728e-05	6.061606090694953e-06	6.260327663446544e-06	4.839204628698689e-05	5.0140866128046994e-05	5.877745946074625e-12	1.2166741378327014e-05	6.086613259260551e-06	6.061929023977094e-06	6.148190647728239e-06	3.0502899804708882e-05	5.877745946074625e-12	1.8218952104925957e-05	1.2166495950851866e-05	1.2310150881428137e-05	6.061612160000297e-06	0.9933641012652599	7.241032311643562e-05	5.877745946074625e-12	6.061632623977913e-06	1.215319296518824e-05	5.8777461238979525e-06
n55	2.737926378076567e-05	3.8703491539555646e-05	2.737956864248328e-05	2.7384574127678417e-05	2.6547923526290916e-11	0.002661469950888942	2.8313381305619384e-05	8.502416036134702e-05	8.736913024820099e-05	2.747843708358356e-05	2.7378480702731345e-05	2.737884712747654e-05	2.8222374242792743e-05	8.258083741332682e-05	8.369011408912386e-05	3.0657791069467095e-05	2.7695432468774023e-05	2.7380561085115898e-05	0.00010969456935762482	8.211562028424917e-05	0.00010942348041801715	2.7378363587212158e-05	2.8275924407671266e-05	0.00021857160140880766	0.0002264704687344242	2.6547923526290916e-11	5.495333119861999e-05	2.7491311265140868e-05	2.73799199451314e-05	2.776943689612031e-05	0.00013777197224496102	2.6547923526290916e-11	8.228925708960743e-05	5.4952285204351115e-05	5.560106666663807e-05	2.7378389200035174e-05	0.9949211233776275	0.0003270545781062483	2.6547923526290916e-11	2.737848161901359e-05	5.4892137292110476e-05	2.6547925077702393e-05
KX051561	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
KX051560	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
n7	5.149620588762324e-06	7.2795345588759826e-06	5.235705839598022e-06	5.1496749998895545e-06	4.993258207170273e-12	2.117576687681443e-05	5.325313802302391e-06	1.599174361458514e-05	1.643279657006413e-05	5.168273569567012e-06	5.14947330375507e-06	5.1495422226429984e-06	1.2347153710703896e-05	1.553219195319485e-05	1.5740829922938923e-05	5.766261407214308e-06	0.00022106894279814152	9.603766425924263e-06	2.063187006639288e-05	1.5444691729473675e-05	2.0580915809502702e-05	5.150017538445087e-06	5.318268732924013e-06	4.1109973874531456e-05	4.2595629958402745e-05	4.993258207170273e-12	1.033588076096105e-05	5.1706950061308905e-06	5.180886654506122e-06	5.2230061817351595e-06	2.591279993890729e-05	4.993258207170273e-12	1.5607647843130658e-05	1.0355237671323084e-05	1.045770989153518e-05	5.298456115040157e-06	0.9992856073038767	6.151396190004755e-05	4.993258207170273e-12	5.149473476093741e-06	1.0324371123470764e-05	1.5764589712593414e-05
KF993678	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KX694532	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
KY328290	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KX051562	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
n77	2.9499264194038557e-06	4.170033684248139e-06	2.9499084694616533e-06	2.949908786768733e-06	2.8603552534358415e-12	1.2130359788098146e-05	3.0505711258305474e-06	9.160765568640705e-06	9.413419864874725e-06	2.9606116572694153e-06	2.949842048158483e-06	2.9498815278919493e-06	3.041636377286814e-06	8.897514409909183e-06	9.017031304102045e-06	3.303165072682442e-06	0.9996032238547379	2.9505274256974446e-06	1.1818831609362366e-05	8.847390479959268e-06	1.1789623654095042e-05	2.9498290954113547e-06	3.0465354039889793e-06	2.3549579224997682e-05	2.440062758019748e-05	2.860355253435818e-12	5.920841584167846e-06	2.961998761342344e-06	2.949978727855421e-06	2.9919648755998307e-06	1.4843977691770488e-05	2.8603552534358415e-12	8.866114761751552e-06	5.920717339723404e-06	5.990630603521748e-06	2.949850618866922e-06	0.0001271688899640613	3.523787010008577e-05	2.8603552534358415e-12	2.949842146881586e-06	5.914248363730545e-06	2.8616877033270102e-06
n9	6.80710053637637e-07	9.622558156324522e-07	6.851390345604297e-07	6.807103703211887e-07	6.600410658048945e-13	2.7991438331747815e-06	7.039343154275066e-07	2.1138917839842956e-06	2.1721930075005786e-06	6.831757248863519e-07	6.80690584529278e-07	6.806996946722659e-07	1.877030327782384e-05	2.0531452822430303e-06	2.0807243943585414e-06	7.622216130265456e-07	1.1804399611780656e-05	9.100859418373471e-07	2.7272536174105525e-06	2.041578938479722e-06	2.7205995364239386e-06	6.807167758061722e-07	7.030030527312383e-07	5.434181419337086e-06	5.630565019850636e-06	6.600410658048945e-13	1.3662633636090666e-06	6.834958059845227e-07	6.823269427771056e-07	6.904106344726165e-07	3.425320978815974e-06	6.600410658048945e-13	2.3803632381149737e-06	1.3672423167688567e-06	1.3823675236292238e-06	1.0631635142422549e-06	0.9998793114948681	8.131312119226146e-06	6.600410658048945e-13	6.806906073101147e-07	1.364741945512721e-06	2.8309480801913412e-05
n8	1.5913810262854135e-08	2.2495857660831503e-08	1.591369131023743e-08	1.5913715119139013e-08	1.543060548497847e-14	6.543900307677935e-08	1.6456752877117275e-08	4.9419092002740526e-08	5.07820726201272e-08	1.5971453344012737e-08	1.5913355109809754e-08	1.5913568089016235e-08	1.640674550310346e-08	4.799894505806678e-08	4.8643696454196183e-08	1.7819407930919887e-08	0.9999981161480167	1.5915908702587058e-08	6.375841869236349e-08	4.7728544174300756e-08	6.360085208983612e-08	1.5913285088723306e-08	1.6434981584369792e-08	1.2704165537539063e-07	1.3163276041451246e-07	1.5430605484978345e-14	3.1940847387612185e-08	1.5978936280158738e-08	1.5914084441232462e-08	1.61405928738527e-08	8.00780124477183e-08	1.543060548497847e-14	4.782952159601914e-08	3.19401721052274e-08	3.2317334477297995e-08	1.591336308339701e-08	4.294219687191589e-07	1.9009585295120355e-07	1.543060548497847e-14	1.5913355642385994e-08	3.19052792939912e-08	1.5435027564759467e-08
MK238035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KU681081	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
n99	9.484589420864431e-06	1.3407472505327068e-05	9.485833476158958e-06	9.48453401500441e-06	9.196600631973825e-12	3.900147625048316e-05	9.80818180189155e-06	2.9453649967683703e-05	3.0265982861517897e-05	9.518944545635587e-06	9.484318149548338e-06	9.484445084599958e-06	0.0008456043271039338	2.8607246091854166e-05	2.8991516242684086e-05	1.062032066067859e-05	1.2942268629643816e-05	9.55383637638591e-06	3.799985128326056e-05	2.8446087870231163e-05	3.7909910947988034e-05	9.48428507258447e-06	9.795206168185195e-06	7.571649532804761e-05	7.845278195953135e-05	9.196600631973825e-12	1.903666175359456e-05	9.523404356065912e-06	9.485228850178614e-06	9.619751264369328e-06	4.772628660623951e-05	9.196600631973825e-12	4.397819150686596e-05	1.903655816803444e-05	1.9261047077314046e-05	2.7177013093553234e-05	0.9969721378258516	0.00011329663266218105	9.196600631973825e-12	9.484318466962312e-06	1.9015463262544177e-05	0.0012882180184804976
MK238036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
n88	2.992163253574317e-09	4.229739926427061e-09	2.9921342731799134e-09	2.9921453578186328e-09	2.9013096140982987e-15	1.2304041397900743e-08	3.0942489836643507e-09	9.291928750763437e-09	9.548200533027793e-09	3.0030014819066567e-09	2.9920776743075497e-09	2.9921177193089985e-09	3.0843059032914828e-09	9.024908380887134e-09	9.14613650936949e-09	3.350459552468396e-09	0.9999997225315697	2.9922157691219612e-09	1.1988052789758592e-08	8.974066780115627e-09	1.1958426632909062e-08	2.9920644651897594e-09	3.0901554786479015e-09	2.388676040550705e-08	2.4749994009807703e-08	2.9013096140982987e-15	6.0056157678543495e-09	3.0044084464358734e-09	2.9922124109184428e-09	3.03480361336065e-09	1.5056512696058506e-08	2.9013096140982987e-15	8.993042857710464e-09	6.005487295744928e-09	6.076404021364732e-09	2.9920677314006157e-09	4.003794632312056e-09	3.574240338815278e-08	2.9013096140982987e-15	2.992077774444138e-09	5.998928146161284e-09	2.9013139066376635e-09
