name,date
KJ776791,2013.9068493150685
KF268949,[1962.8328767123287:2019.0]
KF268948,[1976.0:1976.9972677595629]
KX280026,[2015.0:2015.9972602739726]
MH513599,2015.9424657534246
KX369547,2013.813698630137
KX827268,[2016.0:2016.9972677595629]
KU527068,[2015.0:2015.9972602739726]
KU820897,2015.9150684931508
KX156774,2015.9616438356165
KX842449,2016.4726775956285
KY325472,2016.6420765027322
KR872956,[2015.0:2015.9972602739726]
KU321639,2015.1616438356164
MF783073,2016.3551912568305
KX922707,2016.6256830601094
KX838906,2016.6420765027322
KX838905,2016.6420765027322
KX922704,2016.5846994535518
KU955593,[2010.0:2010.9972602739726]
KX377337,2015.9150684931508
KU681081,2014.545205479452
KY325465,2016.74043715847
KY325479,2016.74043715847
KY415986,2014.4054794520548
KY415987,2014.4054794520548
KY415990,2014.4164383561645
KY415989,2014.4383561643835
KY415991,2014.4767123287672
MF098768,2016.6475409836066
MF098769,2016.6475409836066
KY241675,2016.6803278688524
KY241676,2016.6803278688524
KY241677,2016.6830601092897
KY241681,2016.6857923497269
KY241684,2016.6857923497269
KY241685,2016.6967213114754
KY241686,2016.6967213114754
KY241694,2016.7158469945355
KY241692,2016.7021857923498
KY241693,2016.704918032787
KY241759,2016.6693989071039
KY241774,2016.6775956284152
KY241775,2016.6775956284152
KY241695,2016.7185792349726
KY241699,2016.6612021857923
KY241701,2016.6530054644809
KY241702,2016.6530054644809
KY241703,2016.6584699453551
KY241705,2016.6612021857923
KY241708,2016.655737704918
KY241709,2016.655737704918
KY241710,2016.6530054644809
KY241711,2016.6584699453551
KY241715,2016.655737704918
KY241718,2016.6584699453551
KY241719,2016.6584699453551
KY241723,2016.6530054644809
KY241724,2016.655737704918
KY241728,2016.6584699453551
KY241731,2016.6612021857923
KY241732,2016.6530054644809
KY241735,2016.6530054644809
KY241737,2016.655737704918
KY241739,2016.655737704918
KY241741,2016.655737704918
KY241742,2016.655737704918
KY241743,2016.6502732240438
KY241745,2016.6612021857923
KY241746,2016.655737704918
KY241747,2016.655737704918
KY241748,2016.655737704918
KY241750,2016.655737704918
KY241752,2016.655737704918
KY241753,2016.6502732240438
KY241755,2016.6639344262296
KY241757,2016.6967213114754
KY241758,2016.6612021857923
KY241760,2016.6994535519125
KY241761,2016.672131147541
KY241762,2016.6612021857923
KY241763,2016.6693989071039
KY241764,2016.6639344262296
KY241765,2016.6612021857923
KY241768,2016.6639344262296
KY241770,2016.6612021857923
KY241771,2016.6693989071039
KY241772,2016.6612021857923
KY241784,2016.6857923497269
KY241785,2016.6775956284152
KY241786,2016.6803278688524
KY241707,2016.655737704918
KY241744,2016.655737704918
KY241782,2016.6830601092897
MF036115,2016.8360655737704
KY765317,2016.4918032786886
KY765318,2016.5218579234972
KY765325,2016.3060109289618
KX197205,2015.9150684931508
KX601166,1984.877049180328
KX421194,2016.032786885246
KX421195,2016.049180327869
KU963796,[2016.0:2016.9972677595629]
KU497555,2015.9123287671232
KU509998,2014.945205479452
KU681082,2012.3524590163934
KU365779,[2015.0:2015.9972602739726]
KU707826,2015.495890410959
KU744693,2016.0983606557377
KU365777,[2015.0:2015.9972602739726]
KU365780,[2015.0:2015.9972602739726]
KU365778,[2015.0:2015.9972602739726]
KU312312,2015.7506849315068
KU647676,2015.9150684931508
KU501217,2015.8328767123287
KU501216,2015.9150684931508
KF268950,[1962.8328767123287:2019.0]
KU853012,2016.0846994535518
KU179098,2014.9945205479453
KU955592,1984.9289617486338
KU955595,1984.950819672131
KU926309,2016.035519125683
KU940224,2015.5808219178082
KU940228,2015.495890410959
KX269878,2016.0846994535518
KX051563,2016.0956284153006
KX447509,2013.9150684931508
KX447510,2013.9150684931508
KX447511,[2014.0:2014.9972602739726]
KX447512,2013.9150684931508
KX447513,2013.9150684931508
KX447514,[2014.0:2014.9972602739726]
KX447515,2013.8328767123287
KX447516,[2014.0:2014.9972602739726]
KX447517,[2014.0:2014.9972602739726]
KY328289,2016.3306010928961
KX879603,2016.2486338797814
KX879604,2016.2486338797814
LC191864,2016.3032786885246
LC219720,2016.8907103825136
KX702400,2016.2295081967213
KX893855,2016.2295081967213
KX832731,2016.6448087431695
KX838904,2016.639344262295
KX922703,2016.5464480874316
KX922705,2016.5928961748634
KX922706,2016.5928961748634
KX922708,2016.6748633879781
KY075932,2016.22131147541
KY075933,2016.4699453551912
KY075934,2016.5027322404371
KY075935,2016.5382513661202
KY075936,2016.5901639344263
KY075937,2016.688524590164
KY075938,2016.7185792349726
KY075939,2016.75956284153
KY325464,2016.7158469945355
KY325468,2016.5901639344263
KY325469,2016.5901639344263
KY325473,2016.6639344262296
