node	country
root	Brazil
root	Cambodia
root	Canada
root	China
root	Colombia
root	Dominican Republic
root	Japan
root	Mexico
root	Micronesia
root	Nicaragua
root	Philippines
root	Russia
root	South Korea
root	Thailand
root	USA
EU545988	Micronesia
n0	Cambodia
n0	Canada
n0	China
n0	Colombia
n0	Dominican Republic
n0	Mexico
n0	Micronesia
n0	Nicaragua
n0	Philippines
n0	Russia
n0	South Korea
n0	Thailand
n0	USA
n00	Brazil
n00	Canada
n00	China
n00	Colombia
n00	Dominican Republic
n00	Japan
n00	Mexico
n00	Micronesia
n00	Nicaragua
n00	Philippines
n00	Russia
n00	South Korea
n00	Thailand
n00	USA
n2	Cambodia
n2	Thailand
KU681082	Philippines
n1	South Korea
n22	Cambodia
n3	Thailand
KY120353	South Korea
n11	South Korea
MK028862	Cambodia
JN860885	Cambodia
MH158236	Cambodia
KU955593	Cambodia
n33	Thailand
n66	Thailand
KY962729	South Korea
KY553111	South Korea
n4	Thailand
n5	Thailand
KU179098	Indonesia
n7	Thailand
KY272987	Thailand
n44	Thailand
n55	Thailand
n6	Thailand
KX051560	Thailand
n77	Thailand
KF993678	Canada
KX694532	Thailand
KX051562	Thailand
KY328290	China
KX051561	Thailand
MH119185	Thailand
n8	India
n99	Thailand
MK238035	India
n88	India
KU681081	Thailand
n10	Thailand
n9	India
MK238039	India
n1010	Thailand
n25	Thailand
n25	Vietnam
MK238038	India
MK238037	India
n1111	Thailand
n1212	Thailand
n2525	Vietnam
n30	French Polynesia
MG807647	Thailand
n12	Singapore
n12	Taiwan
n12	Thailand
n13	Thailand
n1515	Thailand
n26	Vietnam
n2727	Vietnam
KX447517	French Polynesia
n3030	French Polynesia
KY126351	Taiwan
KY241691	Singapore
MH013290	Thailand
n1313	Thailand
MG807646	Thailand
n16	Singapore
n2626	China
n27	Vietnam
8607_IonXpress_035_rawlib	Vietnam
n28	Vietnam
n2828	Vietnam
KX447515	French Polynesia
KX447516	French Polynesia
n31	French Polynesia
n3131	Australia
n3131	China
n3131	French Polynesia
n3131	Japan
n39	French Polynesia
MF692778	Taiwan
n14	Thailand
KY241688	Singapore
n1616	Singapore
MN611472	China
MN190155	China
IonXpress_004_rawlib	Vietnam
IonXpress_041_rawlib	Vietnam
8711_IonXpress_002_rawlib	Vietnam
IonXpress_040_rawlib	Vietnam
8628_IonXpress_066_rawlib	Vietnam
IonXpress_039_rawlib	Vietnam
3015u_IonXpress_001_rawlib	Vietnam
3015_IonXpress_030_rawlib	Vietnam
7938_IonXpress_048_rawlib	Vietnam
n29	Vietnam
KJ776791	French Polynesia
KX447509	French Polynesia
KX447514	French Polynesia
KX447521	French Polynesia
n32	Australia
n32	China
n32	French Polynesia
n32	Japan
n3232	China
KX447511	French Polynesia
n3939	French Polynesia
n40	French Polynesia
n4040	French Polynesia
n4141	French Polynesia
LC369584	Japan
n1414	Thailand
KY241696	Singapore
KY241709	Singapore
KY241764	Singapore
KY241724	Singapore
KY241702	Singapore
KY241708	Singapore
KY241768	Singapore
KY241758	Singapore
KY241770	Singapore
KY241741	Singapore
KY241699	Singapore
KY241743	Singapore
KY241763	Singapore
KY241719	Singapore
KY241761	Singapore
KY241755	Singapore
KY241718	Singapore
KY241762	Singapore
KY241753	Singapore
KY241772	Singapore
KY241750	Singapore
KY241747	Singapore
KY241746	Singapore
KY241739	Singapore
KY241732	Singapore
KY241757	Singapore
KY241742	Singapore
KY241728	Singapore
KY241760	Singapore
KY241701	Singapore
KY241726	Singapore
KY241679	Singapore
MH255601	Singapore
KY241725	Singapore
KY241703	Singapore
KY241737	Singapore
KY241754	Singapore
KY241710	Singapore
KY241752	Singapore
KY241695	Singapore
KY241705	Singapore
KY241771	Singapore
KY241723	Singapore
KY241687	Singapore
KY241748	Singapore
KY241711	Singapore
KY241735	Singapore
KY241733	Singapore
KY241769	Singapore
KY241674	Singapore
KY241731	Singapore
KX827309	Singapore
KY241745	Singapore
KY241715	Singapore
KY241704	Singapore
KY241765	Singapore
KY241722	Singapore
n17	Singapore
n1717	Singapore
n18	Singapore
n1818	Singapore
n19	Singapore
n20	Singapore
n2020	Singapore
n21	Singapore
7040_IonXpress_033_rawlib	Vietnam
8546_IonXpress_034_rawlib	Vietnam
n2929	Vietnam
LC191864	Japan
KX806557	Australia
KU761561	China
n3333	China
KX447519	French Polynesia
KX447513	French Polynesia
MG976700	French Polynesia
KX447520	French Polynesia
KY766069	French Polynesia
KX447512	French Polynesia
n41	French Polynesia
KX447510	French Polynesia
KX447518	French Polynesia
n42	Brazil
MG548660	Thailand
n15	Thailand
KY241736	Singapore
KY241689	Singapore
KX813683	Singapore
KY241713	Singapore
KY241682	Singapore
KY241727	Singapore
KY241717	Singapore
KY241720	Singapore
KY241730	Singapore
n1919	Singapore
KY241714	Singapore
KY241734	Singapore
KY241744	Singapore
KY241738	Singapore
KY241729	Singapore
KY241707	Singapore
KY241773	Singapore
